loc,v_g,ev_g,iv_g,n,v,l,d,i,e,b,t,locode,locomment,loblank,loccodeandcomment,uniq_op,uniq_opnd,total_op,total_opnd,branchcount,defects,source_project,locodeandcomment,problems,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,c,loc_blank,complexity_score,decomposition_depth,decomp_index,decomp_depth_qcut
22.0,3.0,1.0,2.0,50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17.0,0.0,3.0,0.0,11.0,11.0,30.0,20.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062131741119848,1,48.56772277227723,3
19.0,5.0,1.0,5.0,81.0,376.15,0.06,15.71,23.94,5910.97,0.13,328.39,16.0,0.0,1.0,0.0,11.0,14.0,41.0,40.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084550599993228,1,117.16147540983606,4
33.0,10.0,1.0,9.0,168.0,847.46,0.04,23.71,35.74,20096.87,0.28,1116.49,30.0,0.0,1.0,0.0,12.0,21.0,85.0,83.0,19.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148305250561716,1,682.1019512195122,4
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2.0,0.0,0.0,0.0,8.0,7.0,9.0,7.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075750449049726,1,0.9961752988047808,1
12.0,2.0,1.0,1.0,30.0,114.22,0.21,4.88,23.43,556.83,0.04,30.93,6.0,0.0,4.0,0.0,6.0,8.0,17.0,13.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0070436227052014,1,6.495924170616113,2
54.0,6.0,1.0,5.0,149.0,770.32,0.04,26.39,29.18,20332.36,0.26,1129.58,44.0,0.0,8.0,0.0,17.0,19.0,90.0,59.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0119473154697581,1,1014.567804878049,4
5.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3.0,0.0,0.0,0.0,3.0,3.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129362996790584,1,0.2321357285429142,1
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092246337446314,1,0.760850439882698,1
18.0,3.0,1.0,2.0,51.0,239.72,0.12,8.43,28.43,2021.66,0.08,112.31,14.0,0.0,2.0,0.0,11.0,15.0,28.0,23.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066073278540711,1,35.66082644628099,2
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
9.0,1.0,1.0,1.0,27.0,110.36,0.5,2.0,55.18,220.72,0.04,12.26,6.0,0.0,1.0,0.0,4.0,13.0,14.0,13.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0134748323786736,1,1.9825149700598803,1
11.0,3.0,1.0,3.0,31.0,131.69,0.12,8.33,15.8,1097.38,0.04,60.97,8.0,0.0,1.0,0.0,10.0,9.0,16.0,15.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0061980380888718,1,11.97181818181818,2
20.0,2.0,1.0,2.0,46.0,198.81,0.16,6.19,32.11,1231.08,0.07,68.39,13.0,0.0,5.0,0.0,7.0,13.0,23.0,23.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067075042406291,1,24.696894409937887,2
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
12.0,1.0,1.0,1.0,37.0,136.92,0.21,4.69,29.21,641.8,0.05,35.66,8.0,0.0,2.0,0.0,5.0,8.0,22.0,15.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067662829257154,1,7.786919431279621,2
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3.0,0.0,0.0,0.0,7.0,6.0,9.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084816813627214,1,0.9537800687285224,1
10.0,1.0,1.0,1.0,27.0,93.4,0.22,4.58,20.38,428.1,0.03,23.78,6.0,0.0,2.0,0.0,5.0,6.0,16.0,11.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067126306932837,1,4.226244343891403,1
6.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3.0,0.0,1.0,0.0,5.0,4.0,7.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105557418313008,1,0.5217456359102244,1
22.0,3.0,1.0,2.0,51.0,227.43,0.1,10.0,22.74,2274.31,0.08,126.35,17.0,0.0,3.0,0.0,11.0,11.0,31.0,20.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062574378113963,1,49.53920792079208,3
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2.0,0.0,0.0,0.0,4.0,5.0,8.0,5.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130392539386435,1,0.3290219560878243,1
4.0,2.0,1.0,1.0,18.0,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2.0,0.0,0.0,0.0,9.0,8.0,10.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0069428512253885,1,1.3315837104072397,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
14.0,3.0,1.0,2.0,34.0,138.97,0.09,10.71,12.97,1489.0,0.05,82.72,10.0,0.0,2.0,0.0,10.0,7.0,19.0,15.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0055604508373016,1,21.38,2
32.0,3.0,1.0,2.0,71.0,337.6,0.05,18.31,18.44,6180.62,0.11,343.37,21.0,3.0,6.0,0.0,14.0,13.0,37.0,34.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0066405541544745,1,211.82745098039217,4
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2.0,0.0,0.0,0.0,5.0,5.0,7.0,5.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105830399913624,1,0.3976059850374064,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129690111343111,1,0.2395209580838323,1
4.0,1.0,1.0,1.0,13.0,41.21,0.5,2.0,20.6,82.42,0.01,4.58,2.0,0.0,0.0,0.0,4.0,5.0,8.0,5.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130392539386435,1,0.3290219560878243,1
19.0,4.0,1.0,3.0,46.0,202.05,0.1,10.0,20.2,2020.47,0.07,112.25,15.0,0.0,2.0,0.0,10.0,11.0,24.0,22.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0067765722887072,1,38.009405940594064,2
19.0,3.0,1.0,2.0,46.0,210.91,0.11,8.88,23.74,1873.84,0.07,104.1,14.0,0.0,3.0,0.0,11.0,13.0,25.0,21.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062440121415551,1,36.10171171171171,2
25.0,5.0,1.0,3.0,56.0,266.27,0.07,13.46,19.78,3584.45,0.09,199.14,19.0,0.0,4.0,0.0,14.0,13.0,31.0,25.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0072233749980253,1,93.75704225352112,3
14.0,3.0,1.0,3.0,34.0,138.97,0.12,8.44,16.47,1172.59,0.05,65.14,10.0,0.0,2.0,0.0,9.0,8.0,19.0,15.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062879171238184,1,16.07917355371901,2
6.0,2.0,1.0,1.0,19.0,74.23,0.29,3.5,21.21,259.81,0.02,14.43,3.0,0.0,1.0,0.0,7.0,8.0,11.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085870644783113,1,1.5305154639175258,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
6.0,2.0,1.0,1.0,19.0,74.23,0.29,3.5,21.21,259.81,0.02,14.43,3.0,0.0,1.0,0.0,7.0,8.0,11.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0085870644783113,1,1.5305154639175258,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2155688622754491,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
12.0,3.0,1.0,3.0,29.0,118.54,0.13,7.88,15.05,933.47,0.04,51.86,8.0,0.0,2.0,0.0,9.0,8.0,15.0,14.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0063296133130147,1,10.858625954198471,2
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129014305701932,1,0.1568862275449101,1
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092246337446314,1,0.760850439882698,1
16.0,3.0,1.0,2.0,41.0,185.47,0.13,7.69,24.11,1426.66,0.06,79.26,12.0,0.0,2.0,0.0,10.0,13.0,21.0,20.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006444557822236,1,22.652824427480915,2
68.0,7.0,6.0,7.0,170.0,995.86,0.06,17.37,57.34,17296.46,0.33,960.91,46.0,8.0,7.0,5.0,20.0,38.0,104.0,66.0,13.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0179384812476969,1,1110.1390163934425,4
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2.0,0.0,0.0,0.0,8.0,7.0,9.0,7.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075750449049726,1,0.9961752988047808,1
4.0,2.0,1.0,1.0,18.0,72.0,0.19,5.14,14.0,370.29,0.02,20.57,2.0,0.0,0.0,0.0,9.0,7.0,10.0,8.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062645776325339,1,1.5078534031413613,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092246337446314,1,0.760850439882698,1
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092246337446314,1,0.760850439882698,1
5.0,1.0,1.0,1.0,15.0,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3.0,0.0,0.0,0.0,5.0,6.0,8.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0092246337446314,1,0.760850439882698,1
4.0,2.0,1.0,1.0,13.0,46.6,0.33,3.0,15.53,139.81,0.02,7.77,2.0,0.0,0.0,0.0,6.0,6.0,7.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093705664860786,1,0.5631419939577039,1
15.0,1.0,1.0,1.0,41.0,164.0,0.24,4.09,40.09,670.91,0.05,37.27,9.0,0.0,4.0,0.0,5.0,11.0,23.0,18.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075757239754674,1,10.207468879668047,2
68.0,5.0,1.0,5.0,168.0,861.72,0.03,31.64,27.24,27263.85,0.29,1514.66,46.0,5.0,13.0,2.0,17.0,18.0,101.0,67.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0124731142340739,1,1890.2245161290325,4
22.0,3.0,1.0,2.0,50.0,222.97,0.1,10.0,22.3,2229.72,0.07,123.87,17.0,0.0,3.0,0.0,11.0,11.0,30.0,20.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062131741119848,1,48.56772277227723,3
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3.0,0.0,0.0,0.0,7.0,6.0,9.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084816813627214,1,0.9537800687285224,1
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3.0,0.0,0.0,0.0,7.0,6.0,9.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084816813627214,1,0.9537800687285224,1
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3.0,0.0,0.0,0.0,7.0,6.0,9.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084816813627214,1,0.9537800687285224,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
5.0,2.0,1.0,1.0,15.0,55.51,0.29,3.5,15.86,194.27,0.02,10.79,3.0,0.0,0.0,0.0,7.0,6.0,9.0,6.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084816813627214,1,0.9537800687285224,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2.0,0.0,0.0,0.0,5.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0105340792106333,1,0.3162094763092269,1
4.0,1.0,1.0,1.0,16.0,59.21,0.33,3.0,19.74,177.62,0.02,9.87,2.0,0.0,0.0,0.0,6.0,7.0,9.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009018724191745,1,0.7155287009063445,1
4.0,1.0,1.0,1.0,16.0,59.21,0.33,3.0,19.74,177.62,0.02,9.87,2.0,0.0,0.0,0.0,6.0,7.0,9.0,7.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009018724191745,1,0.7155287009063445,1
19.0,3.0,1.0,2.0,38.0,166.91,0.11,8.8,18.97,1468.79,0.06,81.6,14.0,0.0,3.0,0.0,11.0,10.0,22.0,16.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059844012666467,1,28.57018018018018,2
28.0,3.0,1.0,2.0,68.0,303.24,0.08,13.0,23.33,3942.14,0.1,219.01,23.0,0.0,3.0,0.0,11.0,11.0,42.0,26.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0065917403517052,1,104.82370370370371,4
25.0,3.0,1.0,2.0,59.0,263.11,0.09,11.5,22.88,3025.72,0.09,168.1,20.0,0.0,3.0,0.0,11.0,11.0,36.0,23.0,5.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0064116522681331,1,72.28296703296704,3
7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4.0,0.0,1.0,0.0,9.0,7.0,10.0,10.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059854042974551,1,3.4782608695652173,1
4.0,1.0,1.0,1.0,10.0,30.0,0.5,2.0,15.0,60.0,0.01,3.33,2.0,0.0,0.0,0.0,4.0,4.0,6.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129690111343111,1,0.2395209580838323,1
7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4.0,0.0,1.0,0.0,9.0,7.0,10.0,10.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059854042974551,1,3.4782608695652173,1
26.0,6.0,1.0,6.0,105.0,510.09,0.06,15.58,32.72,7948.87,0.17,441.6,23.0,0.0,1.0,0.0,11.0,18.0,54.0,51.0,11.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0098913469699605,1,217.4154098360656,4
7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4.0,0.0,1.0,0.0,9.0,7.0,10.0,10.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059854042974551,1,3.4782608695652173,1
7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4.0,0.0,1.0,0.0,9.0,7.0,10.0,10.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0059854042974551,1,3.4782608695652173,1
26.0,4.0,4.0,4.0,80.0,388.64,0.06,16.8,23.13,6529.13,0.13,362.73,19.0,0.0,5.0,0.0,14.0,15.0,44.0,36.0,7.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010681238812256,1,165.64983606557377,4
7.0,2.0,1.0,2.0,22.0,89.92,0.16,6.19,14.53,556.41,0.03,30.91,4.0,0.0,1.0,0.0,9.0,8.0,11.0,11.0,3.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0060111482586326,1,3.9095652173913047,1
24.0,5.0,1.0,5.0,100.0,504.44,0.07,13.71,36.78,6918.03,0.17,384.33,21.0,0.0,1.0,0.0,12.0,21.0,52.0,48.0,9.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0091635887581533,1,170.51492957746478,4
5.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,1.0,False,jm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0129478773122755,1,0.2694610778443114,1
