Species,IUCN_Status
Hyperolius kibarae,DATA_DEFICIENT
Hyperolius kihangensis,ENDANGERED
Hyperolius kivuensis,LEAST_CONCERN
Hyperolius kuligae,LEAST_CONCERN
Hyperolius lamottei,LEAST_CONCERN
Hyperolius langi,LEAST_CONCERN
Hyperolius lateralis,LEAST_CONCERN
Hyperolius laticeps,
Hyperolius laurenti,NEAR_THREATENED
Hyperolius leleupi,ENDANGERED
Hyperolius leucotaenius,ENDANGERED
Hyperolius lucani,DATA_DEFICIENT
Hyperolius maestus,DATA_DEFICIENT
Hyperolius major,LEAST_CONCERN
Hyperolius marginatus,LEAST_CONCERN
Hyperolius mariae,LEAST_CONCERN
Hyperolius marmoratus,LEAST_CONCERN
Hyperolius minutissimus,VULNERABLE
Hyperolius mitchelli,LEAST_CONCERN
Hyperolius molleri,LEAST_CONCERN
Hyperolius montanus,LEAST_CONCERN
Hyperolius mosaicus,LEAST_CONCERN
Hyperolius nasicus,LEAST_CONCERN
Hyperolius nasutus,LEAST_CONCERN
Hyperolius nienokouensis,ENDANGERED
Hyperolius nimbae,ENDANGERED
Hyperolius nitidulus,LEAST_CONCERN
Hyperolius obscurus,DATA_DEFICIENT
Hyperolius occidentalis,LEAST_CONCERN
Hyperolius ocellatus,LEAST_CONCERN
Hyperolius parallelus,LEAST_CONCERN
Hyperolius pardalis,LEAST_CONCERN
Hyperolius parkeri,LEAST_CONCERN
Hyperolius phantasticus,LEAST_CONCERN
Hyperolius pickersgilli,ENDANGERED
Hyperolius picturatus,LEAST_CONCERN
Hyperolius pictus,LEAST_CONCERN
Hyperolius platyceps,LEAST_CONCERN
Hyperolius polli,DATA_DEFICIENT
Hyperolius polystictus,VULNERABLE
Hyperolius poweri,LEAST_CONCERN
Hyperolius protchei,DATA_DEFICIENT
Hyperolius pseudargus,LEAST_CONCERN
Hyperolius puncticulatus,ENDANGERED
Hyperolius punctulatus,
Hyperolius pusillus,LEAST_CONCERN
Hyperolius pustulifer,DATA_DEFICIENT
Hyperolius pyrrhodictyon,LEAST_CONCERN
Hyperolius quadratomaculatus,DATA_DEFICIENT
Hyperolius quinquevittatus,LEAST_CONCERN
Hyperolius rhizophilus,DATA_DEFICIENT
Hyperolius rhodesianus,LEAST_CONCERN
Hyperolius riggenbachi,LEAST_CONCERN
Hyperolius robustus,
Hyperolius rubrovermiculatus,ENDANGERED
Hyperolius sankuruensis,DATA_DEFICIENT
Hyperolius schoutedeni,LEAST_CONCERN
Hyperolius seabrai,
Hyperolius semidiscus,LEAST_CONCERN
Hyperolius sheldricki,DATA_DEFICIENT
Hyperolius soror,LEAST_CONCERN
Hyperolius spatzi,LEAST_CONCERN
Hyperolius spinigularis,VULNERABLE
Hyperolius steindachneri,LEAST_CONCERN
Hyperolius stenodactylus,DATA_DEFICIENT
Hyperolius substriatus,LEAST_CONCERN
Hyperolius swynnertoni,LEAST_CONCERN
Hyperolius sylvaticus,LEAST_CONCERN
Hyperolius tanneri,CRITICALLY_ENDANGERED
Hyperolius thomensis,ENDANGERED
Hyperolius thoracotuberculatus,
Hyperolius tornieri,DATA_DEFICIENT
Hyperolius torrentis,VULNERABLE
Hyperolius tuberculatus,LEAST_CONCERN
Hyperolius tuberilinguis,LEAST_CONCERN
Hyperolius veithi,LEAST_CONCERN
Hyperolius vilhenai,DATA_DEFICIENT
Hyperolius viridiflavus,LEAST_CONCERN
Hyperolius viridigulosus,NEAR_THREATENED
Hyperolius viridis,LEAST_CONCERN
Hyperolius watsonae,CRITICALLY_ENDANGERED
Hyperolius wermuthi,
Hyperolius xenorhinus,DATA_DEFICIENT
Hyperolius zonatus,LEAST_CONCERN
Kassina arboricola,VULNERABLE
Kassina cassinoides,LEAST_CONCERN
Kassina cochranae,LEAST_CONCERN
Kassina decorata,VULNERABLE
Kassina fusca,LEAST_CONCERN
Kassina jozani,ENDANGERED
Kassina kuvangensis,LEAST_CONCERN
Kassina lamottei,LEAST_CONCERN
Kassina maculata,
Kassina maculifer,LEAST_CONCERN
Kassina maculosa,LEAST_CONCERN
Kassina mertensi,LEAST_CONCERN
Kassina schioetzi,LEAST_CONCERN
Kassina senegalensis,LEAST_CONCERN
Kassina somalica,LEAST_CONCERN
Kassina wazae,DATA_DEFICIENT
Kassinula wittei,LEAST_CONCERN
Morerella cyanophthalma,VULNERABLE
Opisthothylax immaculatus,LEAST_CONCERN
Paracassina kounhiensis,VULNERABLE
Paracassina obscura,LEAST_CONCERN
Phlyctimantis boulengeri,
Phlyctimantis keithae,
Phlyctimantis leonardi,
Phlyctimantis verrucosus,
Semnodactylus wealii,LEAST_CONCERN
Tachycnemis seychellensis,LEAST_CONCERN
Ascaphus montanus,LEAST_CONCERN
Ascaphus truei,LEAST_CONCERN
Leiopelma archeyi,CRITICALLY_ENDANGERED
Leiopelma hamiltoni,VULNERABLE
Leiopelma hochstetteri,LEAST_CONCERN
Leiopelma pakeka,VULNERABLE
Edalorhina nasuta,DATA_DEFICIENT
Edalorhina perezi,LEAST_CONCERN
Engystomops coloradorum,ENDANGERED
Engystomops freibergi,LEAST_CONCERN
Engystomops guayaco,VULNERABLE
Engystomops montubio,LEAST_CONCERN
Engystomops petersi,LEAST_CONCERN
Engystomops pustulatus,LEAST_CONCERN
Engystomops pustulosus,LEAST_CONCERN
Engystomops puyango,LEAST_CONCERN
Engystomops randi,LEAST_CONCERN
Eupemphix nattereri,
Physalaemus aguirrei,LEAST_CONCERN
Physalaemus albifrons,LEAST_CONCERN
Physalaemus albonotatus,LEAST_CONCERN
Physalaemus angrensis,CRITICALLY_ENDANGERED
Physalaemus atlanticus,LEAST_CONCERN
Physalaemus Barrioi,
Physalaemus biligonigerus,LEAST_CONCERN
Physalaemus bokermanni,LEAST_CONCERN
Physalaemus caete,VULNERABLE
Physalaemus camacan,LEAST_CONCERN
Physalaemus centralis,LEAST_CONCERN
Physalaemus cicada,LEAST_CONCERN
Physalaemus crombiei,LEAST_CONCERN
Physalaemus cuqui,LEAST_CONCERN
Physalaemus cuvieri,LEAST_CONCERN
Physalaemus deimaticus,LEAST_CONCERN
Physalaemus ephippifer,LEAST_CONCERN
Physalaemus erikae,LEAST_CONCERN
Physalaemus erythros,NEAR_THREATENED
Physalaemus evangelistai,NEAR_THREATENED
Physalaemus feioi,LEAST_CONCERN
Physalaemus fernandezae,LEAST_CONCERN
Physalaemus fischeri,LEAST_CONCERN
Physalaemus gracilis,LEAST_CONCERN
Physalaemus henselii,LEAST_CONCERN
Physalaemus insperatus,DATA_DEFICIENT
Physalaemus irroratus,DATA_DEFICIENT
Physalaemus jordanensis,LEAST_CONCERN
Physalaemus kroyeri,LEAST_CONCERN
Physalaemus lateristriga,LEAST_CONCERN
Physalaemus lisei,LEAST_CONCERN
Physalaemus maculiventris,LEAST_CONCERN
Physalaemus marmoratus,LEAST_CONCERN
Physalaemus maximus,NEAR_THREATENED
Physalaemus moreirae,LEAST_CONCERN
Physalaemus nanus,LEAST_CONCERN
Physalaemus obtectus,LEAST_CONCERN
Physalaemus olfersii,LEAST_CONCERN
Physalaemus orophilus,LEAST_CONCERN
Physalaemus riograndensis,LEAST_CONCERN
Physalaemus rupestris,ENDANGERED
Physalaemus santafecinus,LEAST_CONCERN
Physalaemus signifer,LEAST_CONCERN
Physalaemus soaresi,CRITICALLY_ENDANGERED
Physalaemus spiniger,LEAST_CONCERN
Pleurodema alium,LEAST_CONCERN
Pleurodema bibroni,LEAST_CONCERN
Pleurodema borellii,LEAST_CONCERN
Pleurodema brachyops,LEAST_CONCERN
Pleurodema bufoninum,LEAST_CONCERN
Pleurodema cinereum,LEAST_CONCERN
Pleurodema cordobae,LEAST_CONCERN
Pleurodema diplolister,LEAST_CONCERN
Pleurodema fuscomaculatum,
Pleurodema guayapae,LEAST_CONCERN
Pleurodema kriegi,NEAR_THREATENED
Pleurodema marmoratum,VULNERABLE
Pleurodema nebulosum,LEAST_CONCERN
Pleurodema thaul,LEAST_CONCERN
Pleurodema tucumanum,LEAST_CONCERN
Pseudopaludicola boliviana,LEAST_CONCERN
Pseudopaludicola canga,LEAST_CONCERN
Pseudopaludicola ceratophyes,LEAST_CONCERN
Pseudopaludicola falcipes,LEAST_CONCERN
Pseudopaludicola llanera,LEAST_CONCERN
Pseudopaludicola mineira,LEAST_CONCERN
Pseudopaludicola murundu,LEAST_CONCERN
Pseudopaludicola mystacalis,LEAST_CONCERN
Pseudopaludicola pusilla,LEAST_CONCERN
Pseudopaludicola riopiedadensis,
Pseudopaludicola saltica,LEAST_CONCERN
Pseudopaludicola serrana,
Pseudopaludicola ternetzi,LEAST_CONCERN
Somuncuria somuncurensis,
Hydrolaetare caparu,LEAST_CONCERN
Hydrolaetare dantasi,LEAST_CONCERN
Hydrolaetare schmidti,LEAST_CONCERN
Leptodactylus ajurauna,
Leptodactylus albilabris,LEAST_CONCERN
Leptodactylus andreae,
Leptodactylus araucaria,
Leptodactylus bokermanni,
Leptodactylus bolivianus,LEAST_CONCERN
Leptodactylus bufonius,LEAST_CONCERN
Leptodactylus caatingae,LEAST_CONCERN
Leptodactylus camaquara,NEAR_THREATENED
Leptodactylus chaquensis,LEAST_CONCERN
Leptodactylus coca,
Leptodactylus colombiensis,LEAST_CONCERN
Leptodactylus cunicularius,LEAST_CONCERN
Leptodactylus cupreus,LEAST_CONCERN
Leptodactylus didymus,LEAST_CONCERN
Leptodactylus diedrus,LEAST_CONCERN
Leptodactylus diptyx,
Leptodactylus discodactylus,LEAST_CONCERN
Leptodactylus elenae,LEAST_CONCERN
Leptodactylus engelsi,
Leptodactylus fallax,CRITICALLY_ENDANGERED
Leptodactylus flavopictus,LEAST_CONCERN
Leptodactylus fragilis,LEAST_CONCERN
Leptodactylus furnarius,LEAST_CONCERN
Leptodactylus fuscus,LEAST_CONCERN
Leptodactylus gracilis,LEAST_CONCERN
Leptodactylus griseigularis,LEAST_CONCERN
Leptodactylus heyeri,
Leptodactylus hylaedactylus,
Leptodactylus hylodes,DATA_DEFICIENT
Leptodactylus jolyi,LEAST_CONCERN
Leptodactylus knudseni,LEAST_CONCERN
Leptodactylus labrosus,LEAST_CONCERN
Leptodactylus labyrinthicus,LEAST_CONCERN
Leptodactylus laticeps,NEAR_THREATENED
Leptodactylus latinasus,LEAST_CONCERN
Leptodactylus latrans,LEAST_CONCERN
Leptodactylus lauramiriamae,DATA_DEFICIENT
Leptodactylus leptodactyloides,LEAST_CONCERN
Leptodactylus lineatus,LEAST_CONCERN
Leptodactylus lithonaetes,LEAST_CONCERN
Leptodactylus longirostris,LEAST_CONCERN
Leptodactylus lutzi,
Leptodactylus macrosternum,LEAST_CONCERN
Leptodactylus magistris,CRITICALLY_ENDANGERED
Leptodactylus marambaiae,NEAR_THREATENED
Leptodactylus marmoratus,
Leptodactylus martinezi,
Leptodactylus melanonotus,LEAST_CONCERN
Leptodactylus myersi,LEAST_CONCERN
Leptodactylus mystaceus,LEAST_CONCERN
Leptodactylus mystacinus,LEAST_CONCERN
Leptodactylus nanus,
Leptodactylus natalensis,LEAST_CONCERN
Leptodactylus nesiotus,LEAST_CONCERN
Leptodactylus notoaktites,LEAST_CONCERN
Leptodactylus ochraceus,DATA_DEFICIENT
Leptodactylus paraensis,LEAST_CONCERN
Leptodactylus pascoensis,DATA_DEFICIENT
Leptodactylus pentadactylus,LEAST_CONCERN
Leptodactylus peritoaktites,ENDANGERED
Leptodactylus petersii,LEAST_CONCERN
Leptodactylus plaumanni,LEAST_CONCERN
Leptodactylus podicipinus,LEAST_CONCERN
Leptodactylus poecilochilus,LEAST_CONCERN
Leptodactylus pustulatus,LEAST_CONCERN
Leptodactylus rhodomerus,LEAST_CONCERN
Leptodactylus rhodomystax,LEAST_CONCERN
Leptodactylus rhodonotus,LEAST_CONCERN
Leptodactylus rhodostima,
Leptodactylus riveroi,LEAST_CONCERN
Leptodactylus rugosus,LEAST_CONCERN
Leptodactylus sabanensis,LEAST_CONCERN
Leptodactylus savagei,LEAST_CONCERN
Leptodactylus sertanejo,LEAST_CONCERN
Leptodactylus silvanimbus,CRITICALLY_ENDANGERED
Leptodactylus simonstuarti,
Leptodactylus spixi,LEAST_CONCERN
Leptodactylus stenodema,LEAST_CONCERN
Leptodactylus syphax,LEAST_CONCERN
Leptodactylus tapiti,VULNERABLE
Leptodactylus thomei,
Leptodactylus troglodytes,LEAST_CONCERN
Leptodactylus turimiquensis,NEAR_THREATENED
Leptodactylus validus,LEAST_CONCERN
Leptodactylus vastus,LEAST_CONCERN
Leptodactylus ventrimaculatus,LEAST_CONCERN
Leptodactylus viridis,LEAST_CONCERN
Leptodactylus wagneri,LEAST_CONCERN
Paratelmatobius cardosoi,LEAST_CONCERN
Paratelmatobius gaigeae,ENDANGERED
Paratelmatobius lutzii,CRITICALLY_ENDANGERED
Paratelmatobius mantiqueira,CRITICALLY_ENDANGERED
Paratelmatobius pictiventris,
Paratelmatobius poecilogaster,LEAST_CONCERN
Paratelmatobius yepiranga,DATA_DEFICIENT
Scythrophrys sawayae,LEAST_CONCERN
Adelotus brevis,LEAST_CONCERN
Heleioporus albopunctatus,LEAST_CONCERN
Heleioporus australiacus,ENDANGERED
Heleioporus barycragus,LEAST_CONCERN
Heleioporus eyrei,LEAST_CONCERN
Heleioporus inornatus,LEAST_CONCERN
Heleioporus psammophilus,LEAST_CONCERN
Lechriodus aganoposis,
Lechriodus fletcheri,
Lechriodus melanopyga,
Lechriodus platyceps,
Limnodynastes convexiusculus,LEAST_CONCERN
Limnodynastes depressus,LEAST_CONCERN
Limnodynastes dorsalis,LEAST_CONCERN
Limnodynastes dumerilii,LEAST_CONCERN
Limnodynastes fletcheri,LEAST_CONCERN
Limnodynastes interioris,LEAST_CONCERN
Limnodynastes lignarius,LEAST_CONCERN
Limnodynastes peronii,LEAST_CONCERN
Limnodynastes salmini,LEAST_CONCERN
Limnodynastes tasmaniensis,LEAST_CONCERN
Limnodynastes terraereginae,LEAST_CONCERN
Neobatrachus albipes,LEAST_CONCERN
Neobatrachus aquilonius,LEAST_CONCERN
Neobatrachus fulvus,LEAST_CONCERN
Neobatrachus kunapalari,LEAST_CONCERN
Neobatrachus pelobatoides,LEAST_CONCERN
Neobatrachus pictus,LEAST_CONCERN
Neobatrachus sudelli,LEAST_CONCERN
Neobatrachus sutor,LEAST_CONCERN
Neobatrachus wilsmorei,LEAST_CONCERN
Notaden bennettii,LEAST_CONCERN
Notaden melanoscaphus,LEAST_CONCERN
Notaden nichollsi,LEAST_CONCERN
Notaden weigeli,LEAST_CONCERN
Philoria frosti,CRITICALLY_ENDANGERED
Philoria kundagungan,ENDANGERED
Philoria loveridgei,ENDANGERED
Philoria pughi,ENDANGERED
Philoria richmondensis,ENDANGERED
Philoria sphagnicolus,VULNERABLE
Platyplectrum ornatum,LEAST_CONCERN
Platyplectrum spenceri,LEAST_CONCERN
Boophis albilabris,LEAST_CONCERN
Boophis albipunctatus,LEAST_CONCERN
Boophis andohahela,VULNERABLE
Boophis andreonei,VULNERABLE
Boophis angrangoloaka,ENDANGERED
Boophis anjanaharibeensis,ENDANGERED
Boophis ankaratra,LEAST_CONCERN
Boophis arcanus,ENDANGERED
Boophis axelmeyeri,LEAST_CONCERN
Boophis baetkei,CRITICALLY_ENDANGERED
Boophis blommersae,VULNERABLE
Boophis boehmei,ENDANGERED
Boophis bottae,LEAST_CONCERN
Boophis brachychir,VULNERABLE
Boophis burgeri,DATA_DEFICIENT
Boophis calcaratus,LEAST_CONCERN
Boophis doulioti,LEAST_CONCERN
Boophis elenae,ENDANGERED
Boophis englaenderi,VULNERABLE
Boophis entingae,LEAST_CONCERN
Boophis erythrodactylus,LEAST_CONCERN
Boophis feonnyala,ENDANGERED
Boophis goudotii,LEAST_CONCERN
Boophis guibei,LEAST_CONCERN
Boophis haematopus,ENDANGERED
Boophis haingana,ENDANGERED
Boophis idae,LEAST_CONCERN
Boophis jaegeri,ENDANGERED
Boophis laurenti,ENDANGERED
Boophis liami,CRITICALLY_ENDANGERED
Boophis lichenoides,LEAST_CONCERN
Boophis lilianae,DATA_DEFICIENT
Boophis luciae,LEAST_CONCERN
Boophis luteus,LEAST_CONCERN
Boophis madagascariensis,LEAST_CONCERN
Boophis majori,VULNERABLE
Boophis mandraka,DATA_DEFICIENT
Boophis marojezensis,LEAST_CONCERN
Boophis miadana,ENDANGERED
Boophis microtympanum,LEAST_CONCERN
Boophis miniatus,VULNERABLE
Boophis obscurus,NEAR_THREATENED
Boophis occidentalis,LEAST_CONCERN
Boophis opisthodon,LEAST_CONCERN
Boophis pauliani,LEAST_CONCERN
Boophis periegetes,NEAR_THREATENED
Boophis picturatus,LEAST_CONCERN
Boophis piperatus,ENDANGERED
Boophis praedictus,LEAST_CONCERN
Boophis pyrrhus,LEAST_CONCERN
Boophis quasiboehmei,NEAR_THREATENED
Boophis rappiodes,LEAST_CONCERN
Boophis reticulatus,LEAST_CONCERN
Boophis rhodoscelis,ENDANGERED
Boophis roseipalmatus,LEAST_CONCERN
Boophis rufioculis,NEAR_THREATENED
Boophis sambirano,ENDANGERED
Boophis sandrae,ENDANGERED
Boophis schuboeae,ENDANGERED
Boophis septentrionalis,LEAST_CONCERN
Boophis sibilans,LEAST_CONCERN
Boophis solomaso,ENDANGERED
Boophis spinophis,VULNERABLE
Boophis tampoka,LEAST_CONCERN
Boophis tasymena,LEAST_CONCERN
Boophis tephraeomystax,LEAST_CONCERN
Boophis tsilomaro,CRITICALLY_ENDANGERED
Boophis ulftunni,VULNERABLE
Boophis viridis,LEAST_CONCERN
Boophis vittatus,VULNERABLE
Boophis williamsi,CRITICALLY_ENDANGERED
Boophis xerophilus,LEAST_CONCERN
Aglyptodactylus laticeps,VULNERABLE
Aglyptodactylus madagascariensis,LEAST_CONCERN
Aglyptodactylus securifer,LEAST_CONCERN
Laliostoma labrosum,LEAST_CONCERN
Blommersia angolafa,LEAST_CONCERN
Blommersia blommersae,LEAST_CONCERN
Blommersia dejongi,LEAST_CONCERN
Blommersia domerguei,LEAST_CONCERN
Blommersia galani,LEAST_CONCERN
Blommersia grandisonae,LEAST_CONCERN
Blommersia kely,LEAST_CONCERN
Blommersia sarotra,LEAST_CONCERN
Blommersia wittei,LEAST_CONCERN
Boehmantis microtympanum,VULNERABLE
Gephyromantis ambohitra,VULNERABLE
Gephyromantis asper,LEAST_CONCERN
Gephyromantis azzurrae,ENDANGERED
Gephyromantis blanci,NEAR_THREATENED
Gephyromantis boulengeri,LEAST_CONCERN
Gephyromantis cornutus,VULNERABLE
Gephyromantis corvus,ENDANGERED
Gephyromantis decaryi,NEAR_THREATENED
Gephyromantis eiselti,ENDANGERED
Gephyromantis enki,VULNERABLE
Gephyromantis granulatus,LEAST_CONCERN
Gephyromantis horridus,VULNERABLE
Gephyromantis klemmeri,ENDANGERED
Gephyromantis leucocephalus,NEAR_THREATENED
Gephyromantis leucomaculatus,LEAST_CONCERN
Gephyromantis luteus,LEAST_CONCERN
Gephyromantis malagasius,LEAST_CONCERN
Gephyromantis moseri,LEAST_CONCERN
Gephyromantis plicifer,LEAST_CONCERN
Gephyromantis pseudoasper,LEAST_CONCERN
Gephyromantis redimitus,LEAST_CONCERN
Gephyromantis rivicola,VULNERABLE
Gephyromantis runewsweeki,VULNERABLE
Gephyromantis salegy,VULNERABLE
Gephyromantis schilfi,VULNERABLE
Gephyromantis sculpturatus,LEAST_CONCERN
Gephyromantis silvanus,VULNERABLE
Gephyromantis spiniferus,VULNERABLE
Gephyromantis striatus,VULNERABLE
Gephyromantis tandroka,VULNERABLE
Gephyromantis thelenae,ENDANGERED
Gephyromantis tschenki,LEAST_CONCERN
Gephyromantis ventrimaculatus,LEAST_CONCERN
Gephyromantis webbi,ENDANGERED
Gephyromantis zavona,ENDANGERED
Guibemantis albolineatus,LEAST_CONCERN
Guibemantis bicalcaratus,LEAST_CONCERN
Guibemantis depressiceps,LEAST_CONCERN
Guibemantis flavobrunneus,LEAST_CONCERN
Guibemantis kathrinae,VULNERABLE
Guibemantis liber,LEAST_CONCERN
Guibemantis pulcher,LEAST_CONCERN
Guibemantis punctatus,CRITICALLY_ENDANGERED
Guibemantis timidus,LEAST_CONCERN
Guibemantis tornieri,LEAST_CONCERN
Mantella aurantiaca,ENDANGERED
Mantella baroni,LEAST_CONCERN
Mantella bernhardi,VULNERABLE
Mantella betsileo,LEAST_CONCERN
Mantella cowanii,ENDANGERED
Mantella crocea,VULNERABLE
Mantella ebenaui,LEAST_CONCERN
Mantella expectata,ENDANGERED
Mantella haraldmeieri,ENDANGERED
Mantella laevigata,LEAST_CONCERN
Mantella madagascariensis,VULNERABLE
Mantella manery,VULNERABLE
Mantella milotympanum,CRITICALLY_ENDANGERED
Mantella nigricans,LEAST_CONCERN
Mantella pulchra,NEAR_THREATENED
Mantella viridis,ENDANGERED
Mantidactylus aerumnalis,LEAST_CONCERN
Mantidactylus albofrenatus,ENDANGERED
Mantidactylus alutus,LEAST_CONCERN
Mantidactylus ambohimitombi,DATA_DEFICIENT
Mantidactylus ambreensis,LEAST_CONCERN
Mantidactylus argenteus,LEAST_CONCERN
Mantidactylus bellyi,LEAST_CONCERN
Mantidactylus betsileanus,LEAST_CONCERN
Mantidactylus biporus,LEAST_CONCERN
Mantidactylus bourgati,ENDANGERED
Mantidactylus brevipalmatus,LEAST_CONCERN
Mantidactylus charlotteae,LEAST_CONCERN
Mantidactylus cowanii,NEAR_THREATENED
Mantidactylus curtus,LEAST_CONCERN
Mantidactylus delormei,ENDANGERED
Mantidactylus femoralis,LEAST_CONCERN
Mantidactylus grandidieri,LEAST_CONCERN
Mantidactylus guttulatus,LEAST_CONCERN
Mantidactylus lugubris,LEAST_CONCERN
Mantidactylus madecassus,ENDANGERED
Mantidactylus majori,LEAST_CONCERN
Mantidactylus melanopleura,LEAST_CONCERN
Mantidactylus mocquardi,LEAST_CONCERN
Mantidactylus noralottae,DATA_DEFICIENT
Mantidactylus opiparis,LEAST_CONCERN
Mantidactylus pauliani,CRITICALLY_ENDANGERED
Mantidactylus tricinctus,VULNERABLE
Mantidactylus ulcerosus,LEAST_CONCERN
Mantidactylus zipperi,LEAST_CONCERN
Mantidactylus zolitschka,CRITICALLY_ENDANGERED
Spinomantis aglavei,LEAST_CONCERN
Spinomantis bertini,NEAR_THREATENED
Spinomantis brunae,ENDANGERED
Spinomantis elegans,NEAR_THREATENED
Spinomantis fimbriatus,LEAST_CONCERN
Spinomantis guibei,VULNERABLE
Spinomantis massi,VULNERABLE
Spinomantis microtis,ENDANGERED
Spinomantis nussbaumi,CRITICALLY_ENDANGERED
Spinomantis peraccae,LEAST_CONCERN
Spinomantis phantasticus,LEAST_CONCERN
Spinomantis tavaratra,VULNERABLE
Tsingymantis antitra,ENDANGERED
Wakea madinika,DATA_DEFICIENT
Borneophrys edwardinae,
Brachytarsophrys carinense,
Brachytarsophrys chuannanensis,
Brachytarsophrys feae,
Brachytarsophrys intermedia,
Leptobrachella baluensis,LEAST_CONCERN
Leptobrachella brevicrus,NEAR_THREATENED
Leptobrachella mjobergi,DATA_DEFICIENT
Leptobrachella natunae,DATA_DEFICIENT
Leptobrachella palmata,CRITICALLY_ENDANGERED
Leptobrachella parva,LEAST_CONCERN
Leptobrachella serasanae,NEAR_THREATENED
Leptobrachium abbotti,LEAST_CONCERN
Leptobrachium ailaonicum,LEAST_CONCERN
Leptobrachium banae,LEAST_CONCERN
Leptobrachium boringii,ENDANGERED
Leptobrachium buchardi,ENDANGERED
Leptobrachium chapaense,LEAST_CONCERN
Leptobrachium guangxiense,VULNERABLE
Leptobrachium gunungense,NEAR_THREATENED
Leptobrachium hainanense,VULNERABLE
Leptobrachium hasseltii,LEAST_CONCERN
Leptobrachium hendricksoni,LEAST_CONCERN
Leptobrachium huashen,LEAST_CONCERN
Leptobrachium leishanense,ENDANGERED
Leptobrachium liui,LEAST_CONCERN
Leptobrachium lumadorum,LEAST_CONCERN
Leptobrachium mangyanorum,VULNERABLE
Leptobrachium montanum,LEAST_CONCERN
Leptobrachium mouhoti,LEAST_CONCERN
Leptobrachium ngoclinhense,ENDANGERED
Leptobrachium nigrops,LEAST_CONCERN
Leptobrachium nokrekensis,
Leptobrachium promustache,ENDANGERED
Leptobrachium pullum,LEAST_CONCERN
Leptobrachium smithi,LEAST_CONCERN
Leptobrachium tagbanorum,VULNERABLE
Leptobrachium waysepuntiense,LEAST_CONCERN
Leptobrachium xanthospilum,ENDANGERED
Leptolalax aereus,
Leptolalax alpinus,
Leptolalax applebyi,
Leptolalax arayai,
Leptolalax bourreti,
Leptolalax croceus,
Leptolalax dringi,
Leptolalax fuliginosus,
Leptolalax gracilis,
Leptolalax hamidi,
Leptolalax heteropus,
Leptolalax kajangensis,
Leptolalax kecil,
Leptolalax khasiorum,
Leptolalax lateralis,
Leptolalax liui,
Leptolalax maurus,
Leptolalax melanolecus,
Leptolalax melicus,
Leptolalax nahangensis,
Leptolalax oshanensis,
Leptolalax pelodytoides,
Leptolalax pictus,
Leptolalax pluvialis,
Leptolalax solus,
Leptolalax sungi,
Leptolalax tamdil,
Leptolalax tuberosus,
Leptolalax ventripunctatus,
Megophrys kobayashii,LEAST_CONCERN
Megophrys ligayae,NEAR_THREATENED
Megophrys montana,LEAST_CONCERN
Megophrys nasuta,LEAST_CONCERN
Megophrys stejnegeri,LEAST_CONCERN
Ophryophryne gerti,
Ophryophryne hansi,
Ophryophryne microstoma,
Ophryophryne pachyproctus,
Ophryophryne synoria,
Oreolalax chuanbeiensis,ENDANGERED
Oreolalax granulosus,NEAR_THREATENED
Oreolalax jingdongensis,VULNERABLE
Oreolalax liangbeiensis,CRITICALLY_ENDANGERED
Oreolalax lichuanensis,LEAST_CONCERN
Oreolalax major,LEAST_CONCERN
Oreolalax multipunctatus,ENDANGERED
Oreolalax nanjiangensis,VULNERABLE
Oreolalax omeimontis,ENDANGERED
Oreolalax pingii,ENDANGERED
Oreolalax popei,LEAST_CONCERN
Oreolalax puxiongensis,ENDANGERED
Oreolalax rhodostigmatus,VULNERABLE
Oreolalax rugosus,LEAST_CONCERN
Oreolalax schmidti,NEAR_THREATENED
Oreolalax weigoldi,DATA_DEFICIENT
Oreolalax xiangchengensis,LEAST_CONCERN
Scutiger adungensis,DATA_DEFICIENT
Scutiger bhutanensis,DATA_DEFICIENT
Scutiger boulengeri,LEAST_CONCERN
Scutiger brevipes,DATA_DEFICIENT
Scutiger chintingensis,VULNERABLE
Scutiger glandulatus,LEAST_CONCERN
Scutiger gongshanensis,LEAST_CONCERN
Scutiger jiulongensis,ENDANGERED
Scutiger liupanensis,ENDANGERED
Scutiger maculatus,CRITICALLY_ENDANGERED
Scutiger mammatus,LEAST_CONCERN
Scutiger muliensis,ENDANGERED
Scutiger nepalensis,NEAR_THREATENED
Scutiger ningshanensis,LEAST_CONCERN
Scutiger nyingchiensis,LEAST_CONCERN
Scutiger pingwuensis,ENDANGERED
Scutiger sikimmensis,LEAST_CONCERN
Scutiger tuberculatus,VULNERABLE
Scutiger wanglangensis,VULNERABLE
Xenophrys aceras,
Xenophrys auralensis,
Xenophrys baluensis,
Xenophrys baolongensis,
Xenophrys binchuanensis,
Xenophrys binlingensis,
Xenophrys boettgeri,
Xenophrys brachykolos,
Xenophrys caudoprocta,
Xenophrys damrei,
Xenophrys daweimontis,
Xenophrys dringi,
Xenophrys gigantica,
Xenophrys glandulosa,
Xenophrys huangshanensis,
Xenophrys jingdongensis,
Xenophrys kuatunensis,
Xenophrys lekaguli,
Xenophrys longipes,
Xenophrys major,
Xenophrys mangshanensis,
Xenophrys medogensis,
Xenophrys minor,
Xenophrys nankiangensis,
Xenophrys omeimontis,
Xenophrys pachyproctus,
Xenophrys palpebralespinosa,
Xenophrys parallela,
Xenophrys parva,
Xenophrys robusta,
